GeneA GeneB Genus spp relationship
Potri.001G272800 SapurV1A.0253s0210 S. purpurea one-to-many
Potri.008G101200 SapurV1A.0114s0430 S. purpurea one-to-one
Potri.001G465300 SapurV1A.4008s0010 S. purpurea one-to-many
Potri.001G465300 SapurV1A.0305s0130 S. purpurea one-to-many
Potri.009G076500 SapurV1A.0042s0150 S. purpurea one-to-one
Potri.009G085100 SapurV1A.0019s0610 S. purpurea one-to-one
Potri.010G070400 SapurV1A.0007s1120 S. purpurea one-to-one
Potri.010G159700 SapurV1A.0072s0050 S. purpurea one-to-one
Potri.006G039700 SapurV1A.0196s0200 S. purpurea one-to-one
Potri.002G079500 SapurV1A.0365s0070 S. purpurea one-to-one
Potri.014G160700 SapurV1A.0142s0160 S. purpurea one-to-one
Potri.017G039500 SapurV1A.0312s0100 S. purpurea one-to-one
Potri.003G203800 SapurV1A.0009s0650 S. purpurea one-to-one
Potri.T037200 SapurV1A.0067s0140 S. purpurea many-to-one
Potri.011G009700 SapurV1A.0067s0140 S. purpurea many-to-one
Potri.016G142600 SapurV1A.1409s0040 S. purpurea one-to-one
Potri.015G108600 SapurV1A.0593s0090 S. purpurea one-to-one
Potri.016G043400 SapurV1A.0018s0820 S. purpurea one-to-one
Potri.013G029200 SapurV1A.0353s0060 S. purpurea one-to-one
Potri.005G239900 SapurV1A.0389s0060 S. purpurea one-to-one
Potri.001G133000 SapurV1A.0051s0480 S. purpurea one-to-one
Potri.001G023500 SapurV1A.0504s0280 S. purpurea one-to-one
Potri.001G060800 SapurV1A.0453s0170 S. purpurea one-to-one
Potri.001G242600 SapurV1A.0041s0270 S. purpurea one-to-one
Potri.001G447300 SapurV1A.1497s0050 S. purpurea many-to-one
Potri.001G447400 SapurV1A.1497s0050 S. purpurea many-to-one
Potri.001G447500 SapurV1A.1497s0050 S. purpurea many-to-one
Potri.003G091000 SapurV1A.0975s0060 S. purpurea one-to-one
Potri.003G142900 SapurV1A.0035s0180 S. purpurea many-to-one
Potri.001G088000 SapurV1A.0035s0180 S. purpurea many-to-one
Potri.010G023500 SapurV1A.0152s0180 S. purpurea one-to-one
Potri.006G185400 SapurV1A.0100s0090 S. purpurea one-to-one
Potri.004G201900 SapurV1A.0125s0160 S. purpurea one-to-one
Potri.004G135700 SapurV1A.0185s0050 S. purpurea one-to-one
Potri.003G214300 SapurV1A.0081s0010 S. purpurea one-to-one
Potri.007G020600 SapurV1A.0441s0070 S. purpurea one-to-one
Potri.003G175900 SapurV1A.0056s0580 S. purpurea one-to-one
Potri.016G051200 SapurV1A.0018s0220 S. purpurea one-to-one
Potri.001G110100 SapurV1A.0282s0010 S. purpurea one-to-one
Potri.008G014800 SapurV1A.0070s0380 S. purpurea one-to-one
Potri.001G207000 SapurV1A.0869s0200 S. purpurea one-to-one
Potri.001G044300 SapurV1A.3303s0020 S. purpurea one-to-one
Potri.007G072300 SapurV1A.0103s0180 S. purpurea one-to-many
Potri.007G072300 SapurV1A.1709s0010 S. purpurea one-to-many
Potri.001G296100 SapurV1A.0005s0490 S. purpurea many-to-one
Potri.009G090300 SapurV1A.0005s0490 S. purpurea many-to-one
Potri.009G050000 SapurV1A.0415s0150 S. purpurea one-to-one
Potri.006G113000 SapurV1A.0356s0290 S. purpurea one-to-one
Potri.004G229500 SapurV1A.0225s0060 S. purpurea one-to-one
Potri.006G109600 SapurV1A.0356s0050 S. purpurea one-to-one
Potri.002G176800 SapurV1A.0003s0680 S. purpurea one-to-one
Potri.017G150000 SapurV1A.0691s0080 S. purpurea one-to-one
Potri.008G051600 SapurV1A.0038s0780 S. purpurea one-to-one
Potri.018G069200 SapurV1A.0955s0020 S. purpurea one-to-one
Potri.006G058800 SapurV1A.1761s0020 S. purpurea one-to-one
Potri.015G101900 SapurV1A.0614s0170 S. purpurea one-to-one
Potri.002G163700 SapurV1A.2160s0020 S. purpurea one-to-one
Potri.008G062400 SapurV1A.0709s0030 S. purpurea one-to-one
Potri.011G162500 SapurV1A.1912s0030 S. purpurea one-to-many
Potri.011G162500 SapurV1A.2118s0040 S. purpurea one-to-many
Potri.003G219400 SapurV1A.0081s0350 S. purpurea one-to-many
Potri.003G219400 SapurV1A.0081s0370 S. purpurea one-to-many
Potri.005G185400 SapurV1A.0261s0200 S. purpurea one-to-many
Potri.005G185400 SapurV1A.1822s0010 S. purpurea one-to-many
Potri.005G179300 SapurV1A.0740s0100 S. purpurea one-to-many
Potri.005G179300 SapurV1A.2962s0010 S. purpurea one-to-many
Potri.010G094200 SapurV1A.0062s0140 S. purpurea one-to-one
Potri.015G014800 SapurV1A.0524s0020 S. purpurea one-to-one
Potri.011G002900 SapurV1A.1624s0010 S. purpurea one-to-one
Potri.002G007300 SapurV1A.0016s0440 S. purpurea one-to-one
Potri.002G219500 SapurV1A.0014s0890 S. purpurea one-to-one
Potri.014G071900 SapurV1A.0532s0060 S. purpurea one-to-one
Potri.018G128100 SapurV1A.0034s0370 S. purpurea one-to-one
Potri.017G094100 SapurV1A.0795s0010 S. purpurea one-to-one
Potri.019G036000 SapurV1A.0598s0030 S. purpurea one-to-one
Potri.008G188300 SapurV1A.0069s0130 S. purpurea one-to-one
Potri.001G065900 SapurV1A.0340s0190 S. purpurea one-to-one
Potri.007G006500 SapurV1A.0608s0090 S. purpurea one-to-one
Potri.001G052000 SapurV1A.0820s0130 S. purpurea one-to-one
Potri.005G207500 SapurV1A.0076s0260 S. purpurea many-to-one
Potri.005G207600 SapurV1A.0076s0260 S. purpurea many-to-one
Potri.010G220200 SapurV1A.0023s0220 S. purpurea one-to-one
Potri.006G035500 SapurV1A.0159s0130 S. purpurea one-to-one
Potri.002G072300 SapurV1A.0267s0170 S. purpurea one-to-one
Potri.004G072400 SapurV1A.0985s0040 S. purpurea one-to-one
Potri.004G062000 SapurV1A.0029s0250 S. purpurea one-to-one
Potri.004G196800 SapurV1A.0615s0200 S. purpurea one-to-one
Potri.014G115700 SapurV1A.0294s0140 S. purpurea one-to-one
Potri.016G125600 SapurV1A.0620s0170 S. purpurea one-to-one
Potri.008G006300 SapurV1A.1176s0080 S. purpurea one-to-one
Potri.001G230000 SapurV1A.0008s0450 S. purpurea one-to-one
Potri.017G145000 SapurV1A.0392s0140 S. purpurea one-to-one
Potri.001G060300 SapurV1A.0453s0120 S. purpurea one-to-one
Potri.T080900 SapurV1A.0153s0280 S. purpurea many-to-many
Potri.T080900 SapurV1A.0153s0300 S. purpurea many-to-many
Potri.T080900 SapurV1A.0153s0290 S. purpurea many-to-many
Potri.T080500 SapurV1A.0153s0280 S. purpurea many-to-many
Potri.T080500 SapurV1A.0153s0300 S. purpurea many-to-many
Potri.T080500 SapurV1A.0153s0290 S. purpurea many-to-many
Potri.003G185700 SapurV1A.0153s0280 S. purpurea many-to-many
Potri.003G185700 SapurV1A.0153s0300 S. purpurea many-to-many
Potri.003G185700 SapurV1A.0153s0290 S. purpurea many-to-many
Potri.006G140300 SapurV1A.1712s0060 S. purpurea one-to-many
Potri.006G140300 SapurV1A.0521s0180 S. purpurea one-to-many
Potri.T104400 SapurV1A.0429s0020 S. purpurea many-to-one
Potri.004G012100 SapurV1A.0429s0020 S. purpurea many-to-one
Potri.008G099100 SapurV1A.0114s0590 S. purpurea one-to-many
Potri.008G099100 SapurV1A.0176s0530 S. purpurea one-to-many
Potri.009G053700 SapurV1A.0534s0200 S. purpurea one-to-one
Potri.010G193400 SapurV1A.0262s0110 S. purpurea one-to-one
Potri.004G235400 SapurV1A.1342s0090 S. purpurea one-to-one
Potri.006G080600 SapurV1A.0001s2250 S. purpurea one-to-one
Potri.013G064800 SapurV1A.1704s0010 S. purpurea one-to-one
Potri.010G081400 SapurV1A.0238s0090 S. purpurea one-to-one
Potri.002G247900 SapurV1A.0477s0200 S. purpurea one-to-one
Potri.002G055100 SapurV1A.0289s0170 S. purpurea one-to-one
Potri.004G066200 SapurV1A.0971s0140 S. purpurea one-to-one
Potri.002G034700 SapurV1A.0006s0500 S. purpurea one-to-one
Potri.014G153100 SapurV1A.1440s0070 S. purpurea one-to-one
Potri.017G058500 SapurV1A.0871s0060 S. purpurea one-to-one
Potri.018G065900 SapurV1A.0087s0110 S. purpurea one-to-one
Potri.003G074600 SapurV1A.0104s0250 S. purpurea one-to-one
Potri.003G167200 SapurV1A.0173s0090 S. purpurea one-to-one
Potri.002G057300 SapurV1A.0354s0220 S. purpurea one-to-one
Potri.005G005000 SapurV1A.1555s0030 S. purpurea one-to-one
Potri.008G010600 SapurV1A.0070s0730 S. purpurea one-to-one
Potri.008G222000 SapurV1A.0144s0190 S. purpurea one-to-one
Potri.007G073800 SapurV1A.0103s0280 S. purpurea one-to-one
Potri.014G149500 SapurV1A.0570s0100 S. purpurea one-to-one
Potri.017G077500 SapurV1A.0447s0020 S. purpurea many-to-one
Potri.017G077800 SapurV1A.0447s0020 S. purpurea many-to-one
Potri.017G077400 SapurV1A.0447s0020 S. purpurea many-to-one
Potri.007G032300 SapurV1A.6241s0010 S. purpurea many-to-many
Potri.007G032300 SapurV1A.6240s0010 S. purpurea many-to-many
Potri.005G128400 SapurV1A.6241s0010 S. purpurea many-to-many
Potri.005G128400 SapurV1A.6240s0010 S. purpurea many-to-many
Potri.005G220700 SapurV1A.0378s0090 S. purpurea many-to-many
Potri.005G220700 SapurV1A.0378s0100 S. purpurea many-to-many
Potri.005G220900 SapurV1A.0378s0090 S. purpurea many-to-many
Potri.005G220900 SapurV1A.0378s0100 S. purpurea many-to-many
Potri.005G119900 SapurV1A.3686s0010 S. purpurea one-to-many
Potri.005G119900 SapurV1A.0396s0030 S. purpurea one-to-many
Potri.009G080200 SapurV1A.0019s1020 S. purpurea one-to-one
Potri.010G176300 SapurV1A.0093s0420 S. purpurea one-to-one
Potri.015G080800 SapurV1A.0011s0410 S. purpurea one-to-one
Potri.010G201200 SapurV1A.0214s0410 S. purpurea one-to-one
Potri.010G218100 SapurV1A.0023s0390 S. purpurea one-to-one
Potri.006G200300 SapurV1A.0298s0230 S. purpurea one-to-one
Potri.004G228500 SapurV1A.0225s0170 S. purpurea one-to-one
Potri.006G117300 SapurV1A.0226s0070 S. purpurea one-to-one
Potri.004G185000 SapurV1A.0080s0250 S. purpurea one-to-one
Potri.014G091800 SapurV1A.0013s0920 S. purpurea one-to-one
Potri.017G119200 SapurV1A.1197s0100 S. purpurea one-to-one
Potri.001G270800 SapurV1A.0027s0050 S. purpurea one-to-one
Potri.015G098100 SapurV1A.0168s0370 S. purpurea one-to-one
Potri.011G165200 SapurV1A.1438s0100 S. purpurea one-to-one
Potri.019G061600 SapurV1A.0143s0100 S. purpurea one-to-one
Potri.013G073400 SapurV1A.0426s0060 S. purpurea one-to-one
Potri.015G005200 SapurV1A.0326s0190 S. purpurea one-to-one
Potri.013G027500 SapurV1A.0353s0210 S. purpurea one-to-one
Potri.013G062000 SapurV1A.0732s0080 S. purpurea one-to-one
Potri.016G002700 SapurV1A.0089s0040 S. purpurea one-to-one
Potri.005G187400 SapurV1A.0261s0050 S. purpurea one-to-one
Potri.011G167000 SapurV1A.0338s0140 S. purpurea one-to-one
Potri.001G177100 SapurV1A.1495s0050 S. purpurea one-to-one
Potri.001G163000 SapurV1A.1455s0010 S. purpurea one-to-one
Potri.014G024700 SapurV1A.0423s0240 S. purpurea one-to-one
Potri.001G007300 SapurV1A.0559s0100 S. purpurea one-to-one
Potri.012G046400 SapurV1A.0082s0060 S. purpurea one-to-one
Potri.002G042100 SapurV1A.2896s0010 S. purpurea one-to-many
Potri.002G042100 SapurV1A.0006s1090 S. purpurea one-to-many
Potri.014G066200 SapurV1A.3510s0010 S. purpurea one-to-many
Potri.014G066200 SapurV1A.0248s0220 S. purpurea one-to-many
Potri.007G137300 SapurV1A.0693s0120 S. purpurea many-to-one
Potri.017G014700 SapurV1A.0693s0120 S. purpurea many-to-one
Potri.008G006000 SapurV1A.4094s0010 S. purpurea one-to-many
Potri.008G006000 SapurV1A.0036s1250 S. purpurea one-to-many
Potri.019G059400 SapurV1A.0143s0010 S. purpurea one-to-many
Potri.019G059400 SapurV1A.0245s0180 S. purpurea one-to-many
Potri.001G057100 SapurV1A.1172s0060 S. purpurea one-to-many
Potri.001G057100 SapurV1A.5757s0010 S. purpurea one-to-many
Potri.015G038200 SapurV1A.1662s0040 S. purpurea one-to-many
Potri.015G038200 SapurV1A.1666s0040 S. purpurea one-to-many
Potri.004G130000 SapurV1A.0467s0060 S. purpurea one-to-one
Potri.001G243400 SapurV1A.0041s0320 S. purpurea one-to-one
Potri.006G086400 SapurV1A.0001s1720 S. purpurea one-to-one
Potri.002G222400 SapurV1A.0014s0720 S. purpurea one-to-one
Potri.018G108300 SapurV1A.0347s0030 S. purpurea one-to-one
Potri.003G051200 SapurV1A.0370s0110 S. purpurea one-to-one
Potri.004G171300 SapurV1A.0117s0220 S. purpurea one-to-one
Potri.015G138900 SapurV1A.0068s0370 S. purpurea one-to-one
Potri.008G172200 SapurV1A.0021s0390 S. purpurea one-to-one
Potri.008G172300 SapurV1A.0021s0380 S. purpurea one-to-one
Potri.001G138900 SapurV1A.0852s0050 S. purpurea one-to-one
Potri.001G111700 SapurV1A.0282s0170 S. purpurea one-to-one
Potri.004G142300 SapurV1A.0627s0100 S. purpurea one-to-one
Potri.007G100700 SapurV1A.0171s0010 S. purpurea one-to-one
Potri.007G024300 SapurV1A.0978s0120 S. purpurea one-to-one
Potri.001G464400 SapurV1A.0742s0160 S. purpurea one-to-one
Potri.004G091300 SapurV1A.0102s0090 S. purpurea many-to-many
Potri.004G091300 SapurV1A.0102s0080 S. purpurea many-to-many
Potri.004G091500 SapurV1A.0102s0090 S. purpurea many-to-many
Potri.004G091500 SapurV1A.0102s0080 S. purpurea many-to-many
Potri.018G041800 SapurV1A.0291s0160 S. purpurea many-to-one
Potri.018G040900 SapurV1A.0291s0160 S. purpurea many-to-one
Potri.016G066500 SapurV1A.0258s0160 S. purpurea one-to-many
Potri.016G066500 SapurV1A.3072s0020 S. purpurea one-to-many
Potri.008G087400 SapurV1A.1667s0060 S. purpurea one-to-many
Potri.008G087400 SapurV1A.0149s0070 S. purpurea one-to-many
Potri.016G080700 SapurV1A.0797s0140 S. purpurea one-to-many
Potri.016G080700 SapurV1A.1880s0070 S. purpurea one-to-many
Potri.012G136800 SapurV1A.1447s0010 S. purpurea many-to-one
Potri.012G136600 SapurV1A.1447s0010 S. purpurea many-to-one
Potri.006G084000 SapurV1A.0001s1940 S. purpurea one-to-one
Potri.014G101900 SapurV1A.0013s0060 S. purpurea one-to-one
Potri.013G066700 SapurV1A.0753s0070 S. purpurea one-to-one
Potri.013G084000 SapurV1A.1558s0040 S. purpurea one-to-one
Potri.016G119600 SapurV1A.0175s0090 S. purpurea one-to-one
Potri.005G079200 SapurV1A.0544s0070 S. purpurea one-to-one
Potri.001G368100 SapurV1A.0115s0220 S. purpurea one-to-one
Potri.012G053700 SapurV1A.0915s0070 S. purpurea one-to-one
Potri.012G118000 SapurV1A.0579s0030 S. purpurea one-to-one
Potri.003G038200 SapurV1A.3323s0010 S. purpurea one-to-many
Potri.003G038200 SapurV1A.0211s0130 S. purpurea one-to-many
Potri.015G124800 SapurV1A.1900s0020 S. purpurea one-to-many
Potri.015G124800 SapurV1A.0367s0340 S. purpurea one-to-many
Potri.010G062300 SapurV1A.0096s0240 S. purpurea one-to-one
Potri.005G005300 SapurV1A.4083s0020 S. purpurea one-to-many
Potri.005G005300 SapurV1A.1555s0040 S. purpurea one-to-many
Potri.006G111800 SapurV1A.0356s0190 S. purpurea one-to-one
Potri.006G219700 SapurV1A.0057s0140 S. purpurea one-to-one
Potri.002G090900 SapurV1A.0010s0450 S. purpurea one-to-one
Potri.002G091900 SapurV1A.0010s0370 S. purpurea one-to-one
Potri.013G056800 SapurV1A.1886s0030 S. purpurea one-to-one
Potri.013G053500 SapurV1A.1196s0070 S. purpurea one-to-one
Potri.011G166800 SapurV1A.0338s0110 S. purpurea one-to-one
Potri.002G263800 SapurV1A.1060s0040 S. purpurea one-to-one
Potri.012G020800 SapurV1A.0250s0070 S. purpurea one-to-one
Potri.013G083900 SapurV1A.0599s0080 S. purpurea many-to-many
Potri.013G083900 SapurV1A.0498s0210 S. purpurea many-to-many
Potri.013G083900 SapurV1A.0623s0050 S. purpurea many-to-many
Potri.013G083900 SapurV1A.0449s0030 S. purpurea many-to-many
Potri.013G083900 SapurV1A.0885s0040 S. purpurea many-to-many
Potri.013G083900 SapurV1A.0580s0110 S. purpurea many-to-many
Potri.013G083900 SapurV1A.0416s0010 S. purpurea many-to-many
Potri.017G031200 SapurV1A.0599s0080 S. purpurea many-to-many
Potri.017G031200 SapurV1A.0498s0210 S. purpurea many-to-many
Potri.017G031200 SapurV1A.0623s0050 S. purpurea many-to-many
Potri.017G031200 SapurV1A.0449s0030 S. purpurea many-to-many
Potri.017G031200 SapurV1A.0885s0040 S. purpurea many-to-many
Potri.017G031200 SapurV1A.0580s0110 S. purpurea many-to-many
Potri.017G031200 SapurV1A.0416s0010 S. purpurea many-to-many
Potri.001G345300 SapurV1A.0716s0170 S. purpurea one-to-one
Potri.001G050200 SapurV1A.0902s0070 S. purpurea one-to-one
Potri.006G012100 SapurV1A.0788s0130 S. purpurea many-to-one
Potri.006G013300 SapurV1A.0788s0130 S. purpurea many-to-one
Potri.018G072300 SapurV1A.0097s0110 S. purpurea many-to-one
Potri.018G077000 SapurV1A.0097s0110 S. purpurea many-to-one
Potri.016G117500 SapurV1A.0175s0270 S. purpurea one-to-many
Potri.016G117500 SapurV1A.0541s0090 S. purpurea one-to-many
Potri.009G115600 SapurV1A.0037s0400 S. purpurea one-to-one
Potri.009G066000 SapurV1A.0508s0060 S. purpurea one-to-one
Potri.009G111600 SapurV1A.0090s0080 S. purpurea one-to-one
Potri.010G195600 SapurV1A.0262s0310 S. purpurea one-to-one
Potri.006G025600 SapurV1A.0295s0160 S. purpurea one-to-one
Potri.002G038300 SapurV1A.0006s0770 S. purpurea one-to-one
Potri.016G138600 SapurV1A.0356s0060 S. purpurea one-to-one
Potri.001G262600 SapurV1A.0276s0080 S. purpurea one-to-one
Potri.002G252800 SapurV1A.0937s0140 S. purpurea one-to-one
Potri.002G036000 SapurV1A.0006s0610 S. purpurea one-to-one
Potri.015G131800 SapurV1A.1648s0030 S. purpurea one-to-one
Potri.017G148600 SapurV1A.0691s0180 S. purpurea one-to-one
Potri.007G041100 SapurV1A.1476s0020 S. purpurea one-to-one
Potri.003G090100 SapurV1A.0846s0040 S. purpurea one-to-one
Potri.003G120300 SapurV1A.0045s0640 S. purpurea one-to-one
Potri.008G113700 SapurV1A.0060s0640 S. purpurea one-to-one
Potri.008G067500 SapurV1A.0825s0150 S. purpurea one-to-one
Potri.007G045500 SapurV1A.0659s0140 S. purpurea one-to-one
Potri.002G152100 SapurV1A.0024s0530 S. purpurea one-to-one
Potri.001G368400 SapurV1A.0115s0190 S. purpurea one-to-one
Potri.012G134800 SapurV1A.0400s0100 S. purpurea one-to-one
Potri.019G085400 SapurV1A.2334s0030 S. purpurea one-to-many
Potri.019G085400 SapurV1A.0287s0150 S. purpurea one-to-many
Potri.009G064800 SapurV1A.0027s0060 S. purpurea one-to-one
Potri.009G066800 SapurV1A.0508s0140 S. purpurea one-to-one
Potri.010G221900 SapurV1A.0023s0050 S. purpurea one-to-one
Potri.002G023300 SapurV1A.0025s0460 S. purpurea one-to-one
Potri.015G140900 SapurV1A.0068s0210 S. purpurea one-to-one
Potri.008G045300 SapurV1A.0038s0220 S. purpurea one-to-one
Potri.008G116400 SapurV1A.0079s0520 S. purpurea one-to-one
Potri.003G189500 SapurV1A.0537s0210 S. purpurea one-to-one
Potri.016G005200 SapurV1A.0089s0460 S. purpurea one-to-one
Potri.008G114700 SapurV1A.0060s0730 S. purpurea one-to-one
Potri.011G168600 SapurV1A.0338s0240 S. purpurea one-to-one
Potri.001G202100 SapurV1A.0344s0300 S. purpurea one-to-one
Potri.001G109100 SapurV1A.0507s0200 S. purpurea one-to-one
Potri.001G154900 SapurV1A.6868s0010 S. purpurea one-to-one
Potri.014G021500 SapurV1A.0706s0010 S. purpurea many-to-many
Potri.014G021500 SapurV1A.1205s0010 S. purpurea many-to-many
Potri.014G021700 SapurV1A.0706s0010 S. purpurea many-to-many
Potri.014G021700 SapurV1A.1205s0010 S. purpurea many-to-many
Potri.003G001900 SapurV1A.0422s0100 S. purpurea many-to-one
Potri.T151500 SapurV1A.0422s0100 S. purpurea many-to-one
Potri.003G002800 SapurV1A.0422s0100 S. purpurea many-to-one
Potri.007G030300 SapurV1A.1266s0100 S. purpurea many-to-many
Potri.007G030300 SapurV1A.0255s0030 S. purpurea many-to-many
Potri.007G029800 SapurV1A.1266s0100 S. purpurea many-to-many
Potri.007G029800 SapurV1A.0255s0030 S. purpurea many-to-many
Potri.018G149300 SapurV1A.0430s0210 S. purpurea one-to-many
Potri.018G149300 SapurV1A.0430s0200 S. purpurea one-to-many
Potri.010G117800 SapurV1A.0120s0360 S. purpurea one-to-one
Potri.003G095000 SapurV1A.3823s0010 S. purpurea one-to-many
Potri.003G095000 SapurV1A.0151s0340 S. purpurea one-to-many
Potri.008G205700 SapurV1A.0152s0110 S. purpurea one-to-many
Potri.008G205700 SapurV1A.0022s0480 S. purpurea one-to-many
Potri.001G313000 SapurV1A.1324s0060 S. purpurea one-to-many
Potri.001G313000 SapurV1A.0231s0070 S. purpurea one-to-many
Potri.009G123600 SapurV1A.0379s0110 S. purpurea one-to-one
Potri.006G050100 SapurV1A.0228s0230 S. purpurea one-to-one
Potri.006G013900 SapurV1A.0788s0200 S. purpurea one-to-one
Potri.006G043400 SapurV1A.1335s0050 S. purpurea one-to-one
Potri.002G165300 SapurV1A.0099s0230 S. purpurea one-to-one
Potri.015G091000 SapurV1A.0420s0110 S. purpurea one-to-one
Potri.013G068200 SapurV1A.0812s0040 S. purpurea one-to-one
Potri.003G069200 SapurV1A.0002s1210 S. purpurea one-to-one
Potri.008G094500 SapurV1A.0176s0170 S. purpurea one-to-one
Potri.007G123800 SapurV1A.0928s0140 S. purpurea one-to-one
Potri.012G129200 SapurV1A.0129s0400 S. purpurea one-to-one
Potri.002G121200 SapurV1A.0167s0420 S. purpurea many-to-many
Potri.002G121200 SapurV1A.1436s0020 S. purpurea many-to-many
Potri.002G121400 SapurV1A.0167s0420 S. purpurea many-to-many
Potri.002G121400 SapurV1A.1436s0020 S. purpurea many-to-many
Potri.004G214100 SapurV1A.1188s0090 S. purpurea one-to-many
Potri.004G214100 SapurV1A.1188s0100 S. purpurea one-to-many
Potri.005G045800 SapurV1A.0386s0120 S. purpurea one-to-many
Potri.005G045800 SapurV1A.0386s0130 S. purpurea one-to-many
Potri.001G097900 SapurV1A.0098s0490 S. purpurea many-to-one
Potri.T144300 SapurV1A.0098s0490 S. purpurea many-to-one
Potri.009G083900 SapurV1A.0019s0720 S. purpurea one-to-one
Potri.009G101700 SapurV1A.0643s0210 S. purpurea one-to-one
Potri.004G117200 SapurV1A.0323s0110 S. purpurea one-to-one
Potri.012G013800 SapurV1A.0174s0190 S. purpurea one-to-one
Potri.010G128200 SapurV1A.1022s0050 S. purpurea one-to-one
Potri.010G233500 SapurV1A.0243s0300 S. purpurea one-to-one
Potri.002G171900 SapurV1A.0190s0320 S. purpurea one-to-one
Potri.004G037800 SapurV1A.0299s0160 S. purpurea one-to-one
Potri.002G145000 SapurV1A.0033s0520 S. purpurea one-to-one
Potri.018G025500 SapurV1A.0192s0230 S. purpurea one-to-one
Potri.018G105700 SapurV1A.0588s0140 S. purpurea one-to-one
Potri.003G118200 SapurV1A.0045s0440 S. purpurea one-to-one
Potri.003G126700 SapurV1A.0612s0050 S. purpurea one-to-one
Potri.003G173700 SapurV1A.0056s0360 S. purpurea one-to-one
Potri.018G126300 SapurV1A.0034s0240 S. purpurea one-to-one
Potri.005G118800 SapurV1A.0396s0130 S. purpurea one-to-one
Potri.007G146100 SapurV1A.0468s0260 S. purpurea one-to-one
Potri.007G071100 SapurV1A.0103s0050 S. purpurea one-to-one
Potri.001G270700 SapurV1A.0253s0030 S. purpurea one-to-one
Potri.007G083300 SapurV1A.1021s0030 S. purpurea many-to-one
Potri.007G083000 SapurV1A.1021s0030 S. purpurea many-to-one
Potri.007G082900 SapurV1A.1021s0030 S. purpurea many-to-one
Potri.007G084800 SapurV1A.1021s0030 S. purpurea many-to-one
Potri.007G083700 SapurV1A.1021s0030 S. purpurea many-to-one
Potri.007G083200 SapurV1A.1021s0030 S. purpurea many-to-one
Potri.007G083600 SapurV1A.1021s0030 S. purpurea many-to-one
Potri.007G083500 SapurV1A.1021s0030 S. purpurea many-to-one
Potri.015G115100 SapurV1A.1534s0030 S. purpurea many-to-many
Potri.015G115100 SapurV1A.1534s0010 S. purpurea many-to-many
Potri.015G115100 SapurV1A.1681s0020 S. purpurea many-to-many
Potri.015G113900 SapurV1A.1534s0030 S. purpurea many-to-many
Potri.015G113900 SapurV1A.1534s0010 S. purpurea many-to-many
Potri.015G113900 SapurV1A.1681s0020 S. purpurea many-to-many
Potri.015G107900 SapurV1A.1534s0030 S. purpurea many-to-many
Potri.015G107900 SapurV1A.1534s0010 S. purpurea many-to-many
Potri.015G107900 SapurV1A.1681s0020 S. purpurea many-to-many
Potri.010G116900 SapurV1A.0120s0310 S. purpurea one-to-one
Potri.011G107800 SapurV1A.1273s0020 S. purpurea one-to-one
Potri.010G013700 SapurV1A.1144s0090 S. purpurea one-to-one
Potri.006G265500 SapurV1A.0184s0230 S. purpurea one-to-one
Potri.019G043800 SapurV1A.1953s0010 S. purpurea one-to-one
Potri.002G223700 SapurV1A.0014s0910 S. purpurea one-to-one
Potri.014G044200 SapurV1A.0124s0380 S. purpurea one-to-one
Potri.014G108200 SapurV1A.0321s0330 S. purpurea one-to-one
Potri.003G194600 SapurV1A.0009s1200 S. purpurea one-to-one
Potri.003G217700 SapurV1A.0081s0240 S. purpurea one-to-one
Potri.007G019600 SapurV1A.0441s0170 S. purpurea one-to-one
Potri.019G041300 SapurV1A.1138s0080 S. purpurea one-to-one
Potri.013G009200 SapurV1A.0088s0390 S. purpurea one-to-one
Potri.008G134200 SapurV1A.0015s0430 S. purpurea one-to-one
Potri.005G181900 SapurV1A.1182s0020 S. purpurea one-to-one
Potri.004G081800 SapurV1A.0397s0260 S. purpurea one-to-one
Potri.008G084500 SapurV1A.0149s0290 S. purpurea one-to-one
Potri.001G319500 SapurV1A.0058s0240 S. purpurea one-to-one
Potri.001G250200 SapurV1A.0041s0860 S. purpurea one-to-one
Potri.001G291800 SapurV1A.3138s0030 S. purpurea many-to-many
Potri.001G291800 SapurV1A.2389s0020 S. purpurea many-to-many
Potri.001G291800 SapurV1A.0005s0200 S. purpurea many-to-many
Potri.001G291800 SapurV1A.0005s0220 S. purpurea many-to-many
Potri.001G291800 SapurV1A.2389s0040 S. purpurea many-to-many
Potri.001G290900 SapurV1A.3138s0030 S. purpurea many-to-many
Potri.001G290900 SapurV1A.2389s0020 S. purpurea many-to-many
Potri.001G290900 SapurV1A.0005s0200 S. purpurea many-to-many
Potri.001G290900 SapurV1A.0005s0220 S. purpurea many-to-many
Potri.001G290900 SapurV1A.2389s0040 S. purpurea many-to-many
Potri.001G291700 SapurV1A.3138s0030 S. purpurea many-to-many
Potri.001G291700 SapurV1A.2389s0020 S. purpurea many-to-many
Potri.001G291700 SapurV1A.0005s0200 S. purpurea many-to-many
Potri.001G291700 SapurV1A.0005s0220 S. purpurea many-to-many
Potri.001G291700 SapurV1A.2389s0040 S. purpurea many-to-many
Potri.T117600 SapurV1A.3138s0030 S. purpurea many-to-many
Potri.T117600 SapurV1A.2389s0020 S. purpurea many-to-many
Potri.T117600 SapurV1A.0005s0200 S. purpurea many-to-many
